PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
FLUSHING MEADOWS CORONA PARK,QUEENS,2,897.69,ONE ACRE OR LARGER,0,0,3,1,0,21,0,25
LATOURETTE PARK & GOLF COURSE,STATEN ISLAND,2,843.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARINE PARK,BROOKLYN,2,798,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BELT PARKWAY/SHORE PARKWAY,BROOKLYN/QUEENS,2,760.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRONX PARK,BRONX,2,718.37,ONE ACRE OR LARGER,0,0,2,2,0,2,0,6
FRANKLIN D. ROOSEVELT BOARDWALK AND BEACH,STATEN ISLAND,2,644.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY POND PARK,QUEENS,2,635.51,ONE ACRE OR LARGER,0,0,0,0,0,4,0,4
PROSPECT PARK,BROOKLYN,2,526.25,ONE ACRE OR LARGER,0,2,0,0,0,6,0,8
FOREST PARK,QUEENS,2,506.86,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
GRAND CENTRAL PARKWAY,QUEENS,2,460.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FERRY POINT PARK,BRONX,2,413.8,ONE ACRE OR LARGER,0,0,0,0,1,0,0,1
CONEY ISLAND BEACH & BOARDWALK,BROOKLYN,2,399.2,ONE ACRE OR LARGER,0,0,2,3,,7,0,12
CUNNINGHAM PARK,QUEENS,2,358,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
RICHMOND PARKWAY,STATEN ISLAND,2,350.98,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
CROSS ISLAND PARKWAY,QUEENS,2,326.9,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
GREAT KILLS PARK,STATEN ISLAND,2,315.09,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
WOLFE'S POND PARK,STATEN ISLAND,2,302.69,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
CONFERENCE HOUSE PARK,STATEN ISLAND,2,286.38,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
RANDALL'S ISLAND PARK,MANHATTAN,2,256.11,ONE ACRE OR LARGER,0,0,0,0,,6,0,6
ROCKAWAY COMMUNITY PARK,QUEENS,2,255.4,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
KISSENA PARK,QUEENS,2,237.15,ONE ACRE OR LARGER,0,0,0,2,,2,0,4
RIVERSIDE PARK,MANHATTAN,2,235.77,ONE ACRE OR LARGER,0,0,4,1,,5,0,10
HUTCHINSON RIVER PARKWAY,BRONX,2,229.14,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
BLUE HERON PARK,STATEN ISLAND,2,217.45,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
DYKER BEACH PARK,BROOKLYN,2,216.66,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
WILLOWBROOK PARK,STATEN ISLAND,2,214.95,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
STATEN ISLAND INDUSTRIAL PARK,STATEN ISLAND,2,210.93,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
SILVER LAKE PARK,STATEN ISLAND,2,205.98,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
BRONX RIVER PARKWAY,BRONX,2,205.65,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
SOUNDVIEW PARK,BRONX,2,205.31,ONE ACRE OR LARGER,0,0,0,0,,1,0,1
BELT PARKWAY,QUEENS,2,202.65,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
WILLOWBROOK PARKWAY,STATEN ISLAND,2,198.48,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
INWOOD HILL PARK,MANHATTAN,2,196.4,ONE ACRE OR LARGER,0,0,0,1,,0,0,1
CLOVE LAKES PARK,STATEN ISLAND,2,193.42,ONE ACRE OR LARGER,0,0,1,0,,0,0,1
FORT WASHINGTON PARK,MANHATTAN,2,184.14,ONE ACRE OR LARGER,0,0,1,0,,0,0,1
IDLEWILD PARK,QUEENS,2,180.85,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
WARDS ISLAND PARK,MANHATTAN,2,176.58,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
SOUTH SHORE COUNTRY CLUB,STATEN ISLAND,2,173.99,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
SAW MILL CREEK MARSH,STATEN ISLAND,2,171.78,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
BLOOD ROOT VALLEY,STATEN ISLAND,2,161.24,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
JAMAICA BAY PARK,QUEENS,2,149.54,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
KISSENA CORRIDOR PARK,QUEENS,2,146.81,ONE ACRE OR LARGER,0,0,1,0,,0,0,1
HIGHLAND PARK,BROOKLYN/QUEENS,2,146.34,ONE ACRE OR LARGER,0,0,1,0,,0,0,1
ARDEN WOODS,STATEN ISLAND,2,145.86,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
RIVERDALE PARK,BRONX,2,144.29,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
OCEAN PARKWAY MALLS,BROOKLYN,2,140,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
BLOOMINGDALE PARK,STATEN ISLAND,2,138.1,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
OCEAN BREEZE PARK,STATEN ISLAND,2,136.57,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
CANARSIE PARK,BROOKLYN,2,132.2,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
HIGHBRIDGE PARK MANHATTAN SIDE,MANHATTAN,2,130.1,ONE ACRE OR LARGER,0,0,1,1,,1,0,3
CROTONA PARK,BRONX,2,127.5,ONE ACRE OR LARGER,0,0,4,1,,0,0,5
PAERDEGAT BASIN PARK,BROOKLYN,2,118.8,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
HOOK CREEK PARK,QUEENS,2,111.16,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
CRESCENT BEACH PARK,STATEN ISLAND,2,110.96,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
CLEARVIEW PARK GOLF COURSE,QUEENS,2,110.93,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
BAISLEY POND PARK,QUEENS,2,109.61,ONE ACRE OR LARGER,0,0,1,0,,1,0,2
PELHAM PARKWAY,BRONX,2,108.91,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
PRALLS ISLAND,STATEN ISLAND,2,107.51,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
MARINERS MARSH PARK,STATEN ISLAND,2,107.2,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
DOUGLASTON PARK GOLF COURSE,QUEENS,2,104.6,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
LEMON CREEK PARK,STATEN ISLAND,2,104.55,ONE ACRE OR LARGER,0,0,0,0,,0,0,0
SPRING CREEK PARK,BROOKLYN/QUEENS,2,99.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HIGH ROCK PARK,STATEN ISLAND,2,94.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LONG POND PARK,STATEN ISLAND,2,91.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKVILLE PARK,QUEENS,2,89.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ISLE OF MEADOWS,STATEN ISLAND,2,87.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CALVERT VAUX PARK,BROOKLYN,2,85.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PUGSLEY CREEK PARK,BRONX,2,83.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SNUG HARBOR CULTURAL CENTER,STATEN ISLAND,2,83.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOSHOLU PARKWAY,BRONX,2,80.94,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MCGUIRE FIELDS,BROOKLYN,2,77.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRESH CREEK NATURE PRESERVE,BROOKLYN,2,77.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACKIE ROBINSON PARKWAY,BROOKLYN/QUEENS,2,72.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT TRYON PARK,MANHATTAN,2,67.21,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
RIVERSIDE PARK SOUTH,MANHATTAN,2,66.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EASTERN PARKWAY,BROOKLYN,2,65.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FOUR SPARROW MARSH,BROOKLYN,2,64.67,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT TOTTEN PARK,QUEENS,2,60.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASTORIA PARK,QUEENS,2,59.96,ONE ACRE OR LARGER,0,0,1,0,0,1,1,3
LAURELTON PARKWAY,QUEENS,2,59.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RED HOOK RECREATION AREA,BROOKLYN,2,58.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHORE PARK AND PARKWAY,BROOKLYN,2,58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRING CREEK PARK ADDITION,BROOKLYN/QUEENS,2,57.92,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JUNIPER VALLEY PARK,QUEENS,2,55.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LITTLE BAY PARK,QUEENS,2,55.22,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
POWELL'S COVE PARK,QUEENS,2,55.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HENRY HUDSON PARKWAY,BRONX,2,54.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARLEM RIVER PARK,MANHATTAN,2,53.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUBOS POINT WILDLIFE SANCTUARY,QUEENS,2,53.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROY WILKINS RECREATION CENTER,QUEENS,2,53.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
REED'S BASKET WILLOW SWAMP PARK,STATEN ISLAND,2,52.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROOKLYN BOTANIC GARDEN,BROOKLYN,2,47.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MEREDITH WOODS,STATEN ISLAND,2,47.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENS FARM PARK,QUEENS,2,47.08,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER PARK,MANHATTAN,2,45.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CROCHERON PARK,QUEENS,2,45.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MACOMBS DAM PARK,BRONX,2,44.17,ONE ACRE OR LARGER,0,0,0,1,0,4,0,5
MANHATTAN BEACH PARK,BROOKLYN,2,42.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UDALL'S PARK PRESERVE,QUEENS,2,42.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FAIRVIEW PARK,STATEN ISLAND,2,42.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSWATER PARK,QUEENS,2,40.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DEERE PARK,STATEN ISLAND,2,39.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARADE GROUND,BROOKLYN,2,39.5,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
CLAREMONT PARK,BRONX,2,38.54,ONE ACRE OR LARGER,0,0,5,2,0,2,0,9
BROAD CHANNEL WETLANDS,QUEENS,2,37.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND BOAT BASIN,BROOKLYN,2,36.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUNKER PONDS PARK,STATEN ISLAND,2,36.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SETON FALLS PARK,BRONX,2,35.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MCCARREN PARK,BROOKLYN,2,35.71,ONE ACRE OR LARGER,0,0,2,1,0,4,0,7
ST. MARY'S PARK BRONX,BRONX,2,35.31,ONE ACRE OR LARGER,0,0,4,1,0,0,0,5
SHOOTERS ISLAND,STATEN ISLAND,2,34.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTH BROTHER ISLAND,BRONX,2,30.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT GREENE PARK,BROOKLYN,2,30.17,ONE ACRE OR LARGER,0,0,2,2,0,1,0,5
BATTERY PARK CITY,MANHATTAN,2,29.99,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
MORNINGSIDE PARK,MANHATTAN,2,29.89,ONE ACRE OR LARGER,0,0,2,1,0,2,0,5
MACNEIL PARK,QUEENS,2,28.87,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
ALLEY ATHLETIC PLAYGROUND,QUEENS,2,27.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VERNAM BARBADOES PENINSULA,QUEENS,2,27.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLLEGE POINT FIELDS,QUEENS,2,26.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KAISER PARK,BROOKLYN,2,26.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUNSET PARK,BROOKLYN,2,24.5,ONE ACRE OR LARGER,0,0,1,1,0,2,0,4
OWL'S HEAD PARK,BROOKLYN,2,24.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPRINGFIELD PARK,QUEENS,2,23.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RECREATIONAL AREA,MANHATTAN,2,23.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KING FISHER PARK,STATEN ISLAND,2,23.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SIEDENBURG PARK,STATEN ISLAND,2,22.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. NICHOLAS PARK,MANHATTAN,2,22.74,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
SOUTH BROTHER ISLAND,BRONX,2,22.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOCUST POINT MARINA,BRONX,2,22.07,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATTERY PARK,MANHATTAN,2,21.88,ONE ACRE OR LARGER,0,0,1,0,0,2,0,3
BROOKLYN BRIDGE PARK,BROOKLYN,2,21.19,ONE ACRE OR LARGER,0,0,1,0,0,6,0,7
ASSER LEVY PARK,BROOKLYN,2,21.04,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
SEASIDE WILDLIFE NATURE PARK,STATEN ISLAND,2,20.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAVE HILL,BRONX,2,20.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUEENSBRIDGE PARK,QUEENS,2,20.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCUS GARVEY PARK,MANHATTAN,2,20.17,ONE ACRE OR LARGER,0,0,4,1,0,1,0,6
ISHAM PARK,MANHATTAN,2,20.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WILLIAMSBRIDGE OVAL,BRONX,2,19.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRANT POINT WILDLIFE SANCTUARY,QUEENS,2,19.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROAD CHANNEL AMERICAN PARK,QUEENS,2,18.77,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THEODORE ROOSEVELT PARK,MANHATTAN,2,17.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BENSONHURST PARK,BROOKLYN,2,17.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINCOLN TERRACE / ARTHUR S. SOMERS PARK,BROOKLYN,2,17.14,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
JOHN GOLDEN PARK,QUEENS,2,17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYVIEW TERRACE PARK,STATEN ISLAND,2,16.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JONES WOODS PARK,STATEN ISLAND,2,16.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRANCIS LEWIS PARK,QUEENS,2,16.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEIF ERICSON PARK,BROOKLYN,2,16.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EIBS POND PARK,STATEN ISLAND,2,16.51,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAILROAD PARK QUEENS,QUEENS,2,16.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BREUKELEN BALLFIELDS,BROOKLYN,2,16.16,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
FRANZ SIGEL PARK,BRONX,2,15.99,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
THOMAS JEFFERSON PARK,MANHATTAN,2,15.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALICE AUSTEN PARK,STATEN ISLAND,2,15.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MILL POND PARK,BRONX,2,15.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SHERMAN CREEK,MANHATTAN,2,15.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARRIS PARK,BRONX,2,15.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GOODHUE,STATEN ISLAND,2,15.06,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MULLALY PARK,BRONX,2,15.05,ONE ACRE OR LARGER,0,0,0,2,0,1,0,3
TREMONT PARK,BRONX,2,15,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
CARL SCHURZ PARK,MANHATTAN,2,14.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRAND ARMY PLAZA BROOKLYN,BROOKLYN,2,14.26,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
VON BRIESEN PARK,STATEN ISLAND,2,13.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MOTOR PARKWAY,QUEENS,2,13.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 116TH STREET TO BEACH 108TH STREET,QUEENS,2,13.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 17 PLAYGROUND,QUEENS,2,13.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TUDOR PARK,QUEENS,2,13.54,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
AQUEDUCT WALK,BRONX,2,13.53,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
FATHER MACRIS PARK,STATEN ISLAND,2,13.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STARLIGHT PARK,BRONX,2,12.93,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
JACKIE ROBINSON PARK MANHATTAN,MANHATTAN,2,12.77,ONE ACRE OR LARGER,0,0,4,0,0,1,0,5
BROOKLYN MUSEUM,BROOKLYN,2,12.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH CHANNEL PARK,QUEENS,2,12.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREENBELT NATIVE PLANT CENTER,STATEN ISLAND,2,12.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BOWNE PARK,QUEENS,2,11.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SETON PARK,BRONX,2,11.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RUFUS KING PARK,QUEENS,2,11.5,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
FRANK GOLDEN PARK,QUEENS,2,11.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. JAMES PARK,BRONX,2,11.39,ONE ACRE OR LARGER,0,0,1,4,0,0,0,5
RICHMOND TERRACE WETLANDS,STATEN ISLAND,2,11.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARRETTO POINT PARK,BRONX,2,11.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. ALBANS PARK,QUEENS,2,10.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GEMINI FIELDS,QUEENS,2,10.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GIVANS CREEK WOODS,BRONX,2,10.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BETSY HEAD PARK,BROOKLYN,2,10.56,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
TOMPKINS SQUARE PARK,MANHATTAN,2,10.5,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
CPL. THOMPSON PARK,STATEN ISLAND,2,10.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COMMODORE BARRY PARK,BROOKLYN,2,10.39,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
CADMAN PLAZA PARK,BROOKLYN,2,10.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROADWAY MALLS,MANHATTAN,2,10.24,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
STEEPLECHASE PARK,BROOKLYN,2,10.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HUNTER'S POINT SOUTH PARK,QUEENS,2,10,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON RICHMOND TERRACE,STATEN ISLAND,2,9.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HYBRID OAK WOODS PARK,STATEN ISLAND,2,9.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON SQUARE PARK,MANHATTAN,2,9.75,ONE ACRE OR LARGER,0,0,4,0,0,1,0,5
BRYANT PARK,MANHATTAN,2,9.6,ONE ACRE OR LARGER,0,0,0,0,0,6,0,6
ROCKAWAY FREEWAY,QUEENS,2,9.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BICENTENNIAL VETERANS MEMORIAL PARK,BRONX,2,9.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SUNSET COVE PARK,QUEENS,2,9.38,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. JOHN'S RECREATION CENTER,BROOKLYN,2,9.34,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
LINDEN PARK,BROOKLYN,2,9.32,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1
HAFFEN PARK,BRONX,2,9.24,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLISON POND PARK,STATEN ISLAND,2,9.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANITEVILLE SWAMP PARK,STATEN ISLAND,2,9.19,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TOTTENVILLE SHORE PARK,STATEN ISLAND,2,9.18,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CAPTAIN TILLY PARK,QUEENS,2,9.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HARVEY PARK,QUEENS,2,9.15,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MSGR. MCGOLRICK PARK,BROOKLYN,2,9.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUSHWICK INLET PARK,BROOKLYN,2,9.01,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
HENRY HUDSON PARK,BRONX,2,8.97,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRANK PRINCIPE PARK,QUEENS,2,8.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CASTLE HILL PARK,BRONX,2,8.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROCHDALE PARK,QUEENS,2,8.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ABE STARK SKATING RINK,BROOKLYN,2,8.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CITY HALL PARK,MANHATTAN,2,8.8,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
EAST RIVER WATERFRONT ESPLANADE,MANHATTAN,2,8.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CROTONA PARKWAY MALLS,BRONX,2,8.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND CREEK PARK,BROOKLYN,2,8.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MILL ROCK PARK,MANHATTAN,2,8.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN,2,8.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN J CARTY PARK,BROOKLYN,2,8.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COFFEY PARK,BROOKLYN,2,8.27,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARRETT PARK,STATEN ISLAND,2,8.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAINEY PARK QUEENS,QUEENS,2,8.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAGUARDIA LANDING LIGHTS,QUEENS,2,8.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CITY ISLAND WETLANDS,BRONX,2,8.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SARA D. ROOSEVELT PARK,MANHATTAN,2,7.85,ONE ACRE OR LARGER,0,0,0,1,0,4,0,5
EWEN PARK,BRONX,2,7.84,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HERBERT VON KING PARK,BROOKLYN,2,7.82,ONE ACRE OR LARGER,0,0,1,0,0,5,0,6
MOUNT PROSPECT PARK,BROOKLYN,2,7.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAINEY PARK BRONX,BRONX,2,7.74,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
DETECTIVE KEITH L WILLIAMS PARK,QUEENS,2,7.68,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
FLUSHING FIELDS,QUEENS,2,7.67,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
PALMER INLET,BRONX,2,7.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MIDLAND FIELD,STATEN ISLAND,2,7.46,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SCHMUL PARK,STATEN ISLAND,2,7.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK BRONX,BRONX,2,7.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 30TH STREET PLAYGROUND,QUEENS,2,7.12,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWER PARK,BROOKLYN,2,7.05,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
JOYCE KILMER PARK,BRONX,2,6.88,ONE ACRE OR LARGER,0,0,1,0,0,2,0,3
MARIA HERNANDEZ PARK,BROOKLYN,2,6.87,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
